Master_ID,Legacy_ID,Record_Type,Is_Proceeding,Proceeding_Class,Stream,Geography,Origin_Organ,Current_Custodian,Reference,Secondary_Reference,NIG,Date_or_Period,Connection,Object_or_Purpose,Status,Latest_Known_Event,Appeal_or_Review,Parent_Master_ID,Linked_Proceedings,Source_Status,Primary_Source_Anchor,Repo_Canonical_Source,Open_Reference_Gap,Public_Treatment,Last_Scan_Date,Notes
GC-FIS-033,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Canary Islands,Fiscalía de la Comunidad Autónoma de Canarias,Fiscalía de la Comunidad Autónoma de Canarias,Expediente Gubernativo 112/2026,"EG 112/2026; E.G. 112/2026",,2026-08-02/25,Aforado clarification and newer civil/mercantile territorial-routing questions,Superior-Fiscalía governmental file,Archived 20 Aug 2026; clarified 23 Aug while maintaining closure,Clarification notified 25 Aug 2026,,,GC-FIS-017,VERIFIED_PRIMARY,"Native signed clarification SHA-256 3dc2ce45dc02c30edf5b10d017d0d97b9c36351ee84b195d03e7033c3a16aa57",evidence/fiscalia/eg-112-2026/README.md,"Complete file/index; original 20-Aug decree; exact examined corpus; transfer/association treatment by Provincial Las Palmas",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0033 (^). Jaime Serrano-Jover González signed the clarification. Reference to DIP 2 does not merge the files or establish a new judge-related allegation or criminality."
NAT-FIS-004,,FISCALIA_FILE,TRUE,SUPERVISION,Fiscalía inspection,National / Madrid,Inspección Fiscal de la Fiscalía General del Estado,Inspección Fiscal de la Fiscalía General del Estado,E.G. 745/2026,"EG 745/2026; Expediente Gubernativo 745/2026",,2026-08-02/31,"Functional reconstruction across DI 248 DI 113 DI 22 DIP 2 EG 49 and DP 1901; preservation production and routing requests",Inspection/governmental file,Archived by signed decree 26 Aug 2026; reposición prepared but not verified filed,20/21-Aug central acknowledgement proves receipt only; 31-Aug filing-proof control remained negative,Reconsideration/direct review routes stated by notice,,"GC-FIS-013; GC-FIS-014; GC-FIS-016; GC-FIS-017; GC-FIS-018; GC-CRI-008",VERIFIED_PRIMARY,"REGAGE26e00070235775; decree SHA-256 1e09c8eb3bce26e28dc5f22e5d6ebad3f458212cf8d85f5920e869fa42554abe",evidence/fiscalia/2026/MINISTERIO_FISCAL_WIDER_MATTER_EG745_UNITARY_EVIDENCE_ACTION_DIGEST_31AUG2026.md,"Complete file/index; 2/3-Aug routing; request-by-request treatment; six-file examination inventory; preservation/remission record; native verifiable act; actor chain",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0034 (^). María José Osuna Cerezo signed the decree and Olalla Vázquez Moraga the notice. Archive/silence/gaps do not prove bad faith obstruction coordination prevarication or criminality."
LZ-JUD-046,,JUDICIAL_PROCEEDING,TRUE,DIRECT,Criminal,Lanzarote / Arrecife,Juzgado de Guardia de Arrecife → Juzgado de Instrucción nº 2 de Arrecife,Juzgado de Instrucción nº 2 de Arrecife,DP 668/2021,Originating DP 616/2021,,2021,"Complaint containing RIC title works/demolition value and ownership-representation allegations later referenced in DI 113/2022",Arrecife criminal complaint and allocation chain,Signed DI 113/2022 decree recites provisional dismissal on 22 Mar 2021 and no appeal; native orders not located,12-Mar DP 616 and 22-Mar DP 668 acts are described on the controlled public page but remain primary-pending,,,GC-FIS-014,CORPUS_REPORTED_PRIMARY_PENDING,"Signed DI 113/2022 archive decree dated 8 Feb 2023; controlled public-page source notes for the reported 12/22-Mar chain",en/ric-private-equity-sun-park/index.html; es/ric-private-equity-sun-park/index.html,"Certified docket and reparto bridge; native orders; NIG; full complaint/annex index; Ministerio Fiscal receipt/report; notice and finality",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0035 (^). Preserve DP 616/2021 and DP 668/2021 as distinct source literals within the reported allocation chain until certified records fix their exact relationship. Referral does not prove personal receipt or substantive assessment by an identified prosecutor."
GC-FIS-034,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Gran Canaria,Fiscalía Provincial de Las Palmas,Fiscalía Provincial de Las Palmas,Expediente Gubernativo 33/2025,"EG 33/2025; E.G. 33-25; E.G. 33/2025",,2025-03-03,Earlier provincial file in the wider Ministerio Fiscal record,Provincial governmental file,Exact file and opening notice located; any later disposition remains unverified,Official 3-Mar-2025 notification enclosed an inception/opening document,,,,VERIFIED_PRIMARY_COPY,"Official 3-Mar-2025 notification enclosing the inception/opening document",evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,"Complete file/index; signed native opening act; any later disposition including the reported 28-Feb reference; NIG; signatory; material examined",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0036 (^). The located event proves this distinct file and opening-notice checkpoint only; it does not establish a merits outcome."
NAT-FIS-005,,FISCALIA_FILE,TRUE,REGISTERED_ONLY,Fiscalía central citizen-attention,National / Madrid,Fiscalía General del Estado — Atención al Ciudadano,Fiscalía General del Estado — Atención al Ciudadano,CC/CA 12/2025,,,2025-01-27,Central citizen-attention route in the wider Ministerio Fiscal record,Central correspondence/tracking file,Exact reference and official correspondence located; no merits disposition established,Official central correspondence dated 27 Jan 2025,,,,VERIFIED_PROCEDURAL,"Official central citizen-attention correspondence dated 27 Jan 2025",evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,"Complete file/index; object; underlying act if any; transfer/assignment; NIG; signatory; outcome",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0037 (^). Correspondence proves receipt/handling only, not admission, investigation, transfer or merits review."
GC-FIS-035,,FISCALIA_FILE,TRUE,DIRECT,Fiscalía,Canary Islands,Fiscalía de la Comunidad Autónoma de Canarias,Fiscalía de la Comunidad Autónoma de Canarias,Expediente Gubernativo 6/2026,"EG 6/2026; E.G. 6/2026",,2026-02-11,Earlier superior-office file in the wider Ministerio Fiscal record,Superior-Fiscalía governmental file,Exact reference and official notice located; underlying act/content not yet source-digested,Official notice dated 11 Feb 2026,,,,VERIFIED_PROCEDURAL,"Official Fiscalía de la Comunidad Autónoma de Canarias notice dated 11 Feb 2026",evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,"Underlying act; object; full file/index; disposition; NIG; signatory; material examined; any transfer or later treatment",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0038 (^). Notice provenance proves the distinct file reference only; no merits classification or outcome is inferred."
NAT-FIS-006,,FISCALIA_FILE,TRUE,REGISTERED_ONLY,Fiscalía technical routing,National / Madrid,Secretaría Técnica de la Fiscalía General del Estado,Secretaría Técnica de la Fiscalía General del Estado,ST 553/2026,"S.T. 553/2026",,2026-07-02/06,Central technical receipt/handling route in the wider Ministerio Fiscal record,Technical Secretariat tracking file,Signed acknowledgement proves receipt/handling only,Act dated 2 Jul and notified/received 6 Jul 2026,,,,VERIFIED_PRIMARY_COPY,"Signed official acknowledgement dated 2 Jul and notified 6 Jul 2026",evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,"Complete file/index; object; internal transfer/association; assigned officer; NIG; signatory identity; later action or outcome",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0039 (^). Acknowledgement is not admission, investigation, association with another file or merits review."
NAT-FIS-007,,FISCALIA_FILE,TRUE,REGISTERED_ONLY,Fiscalía technical routing,National / Madrid,Secretaría Técnica de la Fiscalía General del Estado,Secretaría Técnica de la Fiscalía General del Estado,ST 104/2025,"S.T. 104/2025",,2025-02-20/12-17,Earlier central technical receipt/handling route in the wider Ministerio Fiscal record,Technical Secretariat tracking file,Repeated official acknowledgements prove a distinct handling reference and receipt checkpoints only,Official acknowledgements located 20 and 27 Feb 6 and 10 Jun and 17 Dec 2025,,,,VERIFIED_PROCEDURAL,"Official 2025 acknowledgements under the exact ST 104/2025 reference",evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,"Complete file/index; object; internal transfer/association; assigned officer; NIG; signatory identity; later action or outcome",PUBLIC_SUMMARY_WITH_PROCEDURAL_LIMITS,2026-08-31,"CAEPR PD-SP-R-0040 (^). Repeated acknowledgements prove the distinct technical reference, not admission, investigation, transfer or merits review."
TF-FIS-009,,UNRESOLVED_REFERENCE,UNVERIFIED,DIRECT,Fiscalía,Tenerife,"Fiscalía Provincial de Santa Cruz de Tenerife — reference context; exact owning office to verify","Exact Ministerio Fiscal office and current custodian to verify",DIP 7/2026,,,2026,"Referenced in EG 95/2026 alongside DIP 12/2026 and DIP 20/2026; no relationship beyond the reference is established",Unresolved Fiscalía file reference; exact subject and scope not located,Mentioned in the signed EG 95/2026 decree; independent native file not located,Signed EG 95/2026 decree dated 21 Aug 2026 references DIP 7/2026,,,TF-FIS-008,CORPUS_REPORTED_PRIMARY_PENDING,"Signed EG 95/2026 decree dated 21 Aug 2026",archive/public_office_communications/fiscalia_tenerife/2026-08-21_EG95/2026-08-21__FISCALIA_TENERIFE__EG95__SCOPE_AND_SOURCE_MANIFEST.md,"Native opening/archive acts; exact owning office; reference class; NIG; subject; dates; signatory; status; relationship to EG 95/2026 or other files",PUBLIC_SUMMARY_WITH_IDENTITY_GAP,2026-08-31,"CAEPR PD-SP-R-0041 CARET_PENDING. Stable unresolved-reference record prevents orphaning; it does not establish a distinct verified file, subject, merits, outcome, coordination or wrongdoing."
TF-FIS-010,,UNRESOLVED_REFERENCE,UNVERIFIED,DIRECT,Fiscalía,Tenerife,"Fiscalía Provincial de Santa Cruz de Tenerife — reference context; exact owning office to verify","Exact Ministerio Fiscal office and current custodian to verify",DIP 12/2026,,,2026,"Referenced in EG 95/2026 alongside DIP 7/2026 and DIP 20/2026; no relationship beyond the reference is established",Unresolved Fiscalía file reference; exact subject and scope not located,Mentioned in the signed EG 95/2026 decree; independent native file not located,Signed EG 95/2026 decree dated 21 Aug 2026 references DIP 12/2026,,,TF-FIS-008,CORPUS_REPORTED_PRIMARY_PENDING,"Signed EG 95/2026 decree dated 21 Aug 2026",archive/public_office_communications/fiscalia_tenerife/2026-08-21_EG95/2026-08-21__FISCALIA_TENERIFE__EG95__SCOPE_AND_SOURCE_MANIFEST.md,"Native opening/archive acts; exact owning office; reference class; NIG; subject; dates; signatory; status; relationship to EG 95/2026 or other files",PUBLIC_SUMMARY_WITH_IDENTITY_GAP,2026-08-31,"CAEPR PD-SP-R-0042 CARET_PENDING. Stable unresolved-reference record prevents orphaning; it does not establish a distinct verified file, subject, merits, outcome, coordination or wrongdoing."
UNK-FIS-001,,UNRESOLVED_REFERENCE,UNVERIFIED,DIRECT,Fiscalía,Exact territory to verify,Exact Ministerio Fiscal office to verify,Exact Ministerio Fiscal office and current custodian to verify,EG 58/2026,"E.G. 58/2026",,2026,Wider Ministerio Fiscal corpus reference only,Unresolved governmental/prosecutorial reference; exact file class and object not located,Reference preserved; discrete official act and exact institutional identity not located,31-Aug-2026 mailbox/REGAGE control retained EG 58/2026 as SOURCE REQUIRED,,,,OPEN_REFERENCE,evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,evidence/fiscalia/2026/MF_MAILBOX_REGAGE_CONTROL_31AUG2026.md,"Discrete official act; exact office and file class; NIG; object; dates; signatory; status; relationships and outcome",PUBLIC_SUMMARY_WITH_IDENTITY_GAP,2026-08-31,"CAEPR PD-SP-R-0043 CARET_PENDING. Stable unresolved-reference record prevents orphaning; the number alone does not establish a distinct verified file, office, subject, merits, outcome, coordination or wrongdoing."
